no;i;t;y;x1;x2;x3
122;7;2;0;0.177879429;1.369560371;-0.337302765
123;7;3;1;-0.078448801;0.690829371;0.451395614
124;7;4;0;-1.183155086;0.73191938;0.12182094
125;7;5;0;0.531047296;0.482672267;-1.916873644
126;7;6;0;-0.806921516;-0.986912496;-0.048323304
127;7;7;0;-0.092665391;-0.565396879;0.370184974
128;7;8;1;0.614972731;-0.681377388;3.539170118
129;7;9;1;0.909616237;-1.330151892;0.707914258
130;7;10;0;-0.782051988;-0.30337376;2.050653764
131;7;11;0;0.272396779;0.838375113;1.48598815
132;7;12;0;2.380182107;-0.940990501;-1.529219104
133;7;13;0;-1.006581425;1.572506217;1.4125623
134;7;14;1;2.231898204;-0.753902194;-1.402013612
135;7;15;0;-1.103041723;-1.706051502;1.050192713
136;7;16;1;-0.399715205;0.639739957;-1.320116338
137;7;17;1;0.451623385;0.169726794;0.099112446
138;7;18;1;0.443372579;-0.268557824;0.189345915
139;7;19;0;-0.990040695;1.765583471;-0.279891818
140;7;20;1;0.55372672;-2.106743298;-0.737087082
141;8;1;0;0.671058393;0.708820817;0.030402078
142;8;2;1;0.829375889;-1.008463802;-1.24506378
143;8;3;0;-0.132687929;0.382709512;-3.021525118
144;8;4;0;0.941674659;0.519502359;0.573004208
145;8;5;0;0.045214171;0.841057629;2.104281691
146;8;6;0;-1.683381435;-0.319972295;0.434916793
147;8;7;1;-0.063173681;0.504713558;0.698148207
148;8;8;0;0.47235809;0.476135018;-0.159875027
149;8;9;1;0.1516897;-0.401234601;0.240234613
150;8;10;0;0.600932823;1.059424348;-1.404275132
151;8;11;0;-0.636581886;1.708073407;1.042543424
152;8;12;1;0.234139157;0.06897837;1.569767873
153;8;13;0;0.770050603;-0.484016614;-2.011677672
154;8;14;1;1.478913063;0.371110225;-0.852031283
155;8;15;1;1.274682874;-0.034560306;0.577007978
156;8;16;0;-0.458930278;-0.524483054;-0.297252289
157;8;17;0;0.548472617;1.112191912;-0.469837714
158;8;18;0;0.291574942;-0.049293824;0.299395094
159;8;19;1;-0.212228497;-0.758276956;0.012058261
160;8;20;0;-0.431107073;0.503924001;-0.799502494
161;9;1;0;-1.368519923;-1.316071261;-0.882774105
162;9;2;0;0.337295329;0.838941969;0.437095243
163;9;3;1;0.264391248;0.327475985;0.40818583
164;9;4;1;-0.595495734;-1.386851244;-2.203642638
165;9;5;0;-1.756026778;1.057579199;0.105586418
166;9;6;0;-0.254695139;-0.134996198;-0.797162454
167;9;7;1;0.62184837;-1.38103278;-0.309204487
168;9;8;1;0.219038474;-1.108540895;2.181062675
169;9;9;0;-1.059787713;0.731462118;1.722560129
170;9;10;1;0.199925146;-1.692829733;3.039901317
171;9;11;0;-0.54814067;0.303008346;0.616847169
172;9;12;1;0.517512515;0.253870835;1.619329841
173;9;13;1;0.199941852;1.502714343;-0.745501519
174;9;14;1;1.33860369;0.10065286;-0.63499724
175;9;15;1;-0.822889782;-0.126176908;-0.981353701
176;9;16;0;-0.168960398;0.076322683;1.715710216
177;9;17;0;-1.12983626;-1.209710895;-0.264871296
178;9;18;1;1.136662635;0.500879093;1.60141218
179;9;19;0;1.261177505;0.029511317;-0.254745197
180;9;20;0;-2.092813898;-0.328987818;-1.461667442
181;10;1;0;-0.708434078;-1.697144353;-0.294288908
182;10;2;1;0.525381911;-1.048966237;-0.931802924
183;10;3;0;1.07794776;-0.591638412;-1.353793052
184;10;4;1;0.620606412;-0.453580742;1.678048281
185;10;5;0;-1.660341929;-1.335912;-0.997800035
186;10;6;0;-0.277485176;-0.87647881;0.032486651
187;10;7;0;-1.501412342;-0.072083002;-0.017214246
188;10;8;0;-0.890006102;-1.446255991;-1.079345483
189;10;9;1;1.562146669;0.230675947;1.069302176
190;10;10;1;0.41392346;1.893447997;1.097884382
191;10;11;0;-2.062923172;0.285327816;0.182605882
192;10;12;0;-1.829444172;0.56173765;-0.840607677
193;10;13;0;-0.026022218;-0.188885946;-0.546856778
194;10;14;1;0.958837838;0.498172833;0.093321041
195;10;15;1;0.009196439;-0.384644113;-0.270649212
196;10;16;1;2.05676339;-0.601334399;-0.845417667
197;10;17;1;1.136519164;-0.89231828;0.454521062
198;10;18;0;0.15845387;-0.409253399;-1.274397242
199;10;19;0;-0.075583832;1.063749902;-0.107661167
200;10;20;0;-2.495742515;0.719735637;1.049424049
201;11;1;1;0.245684945;-1.272527177;-0.223793019
202;11;2;0;-1.454300615;1.220317839;0.244260081
203;11;3;1;1.705348122;1.616113045;0.34640556
204;11;4;1;1.645605205;-1.106121112;0.137851689
205;11;5;1;0.639703929;-1.766210245;0.451275754
206;11;6;0;-0.465912684;-1.5261117;0.458772303
207;11;7;0;-0.422894927;0.926839932;-0.430426385
208;11;8;1;-0.101211751;-1.319152564;0.717269662
209;11;9;0;-1.869016459;-1.31684172;0.488065181
210;11;10;1;1.652038806;-0.00834702;0.896384546
211;11;11;0;0.901850846;-1.609434782;0.489264646
212;11;12;0;-0.759639715;1.015486308;-0.235680977
213;11;13;0;0.028832493;0.684766805;0.464889471
214;11;14;1;0.211269206;-0.416032937;-0.284329864
215;11;15;0;-1.192318625;0.767595176;0.807731598
216;11;16;0;1.348667166;1.282502593;-0.464802673
217;11;17;0;0.773888688;-0.080365116;0.094583648
218;11;18;0;0.466741792;1.129278979;0.066475965
219;11;19;0;-0.299771534;0.709158226;-2.388112564
220;11;20;0;-0.152759912;-0.1394786;-0.531048938
221;12;1;0;-1.921862011;-0.128020024;-1.412312713
222;12;2;0;-1.306971231;0.634881323;0.063777201
223;12;3;1;0.418101057;0.279253573;1.324693898
224;12;4;0;0.501935757;0.640094503;0.495257772
225;12;5;0;-0.689157138;-0.748778986;0.286666455
226;12;6;0;-2.727117479;-0.112075424;0.240213029
227;12;7;0;-2.476860477;0.350112706;0.611934456
228;12;8;0;-1.638300285;-0.53264754;-1.639590213
229;12;9;1;1.248966764;-0.346910861;-1.411642127
230;12;10;0;-0.265613847;0.195792771;-1.098737922
231;12;11;0;-0.422746559;0.879546781;-0.866335743
232;12;12;0;0.655989724;-0.739057697;0.002193695
233;12;13;1;0.727380283;-0.693314207;-0.015709755
234;12;14;0;0.06924099;-0.403872237;-0.938570573
235;12;15;1;-1.210916861;-0.311428277;-0.202064328
236;12;16;1;1.787434167;1.366426818;-0.418890008
237;12;17;1;-0.016122726;-0.876348082;0.575573622
238;12;18;0;-0.220877975;-0.52344225;-1.603766491
239;12;19;0;-1.285247069;1.181556578;-1.045410395
240;12;20;0;-0.238114632;1.018652531;-0.575713727
241;13;1;0;0.182749974;-1.158134824;0.042690841
242;13;2;0;0.875259175;-0.592752471;-1.066665237
243;13;3;0;-1.353378212;-1.80074692;-1.601171635
244;13;4;1;-0.670217252;-0.438811645;1.036184597
245;13;5;0;-0.196125733;0.138256958;0.588866759
246;13;6;0;1.236566385;-0.405935412;-0.565662373
247;13;7;1;-0.0304273;0.111383301;0.589109803
248;13;8;0;0.525599434;-1.274824656;0.274833918
249;13;9;0;-1.706260816;-0.734106033;0.92887434
250;13;10;0;-0.443814126;-0.793553228;0.639302716
251;13;11;0;-0.914790592;2.136417273;0.818464037
252;13;12;0;-0.719386611;-2.084656845;0.521987146
253;13;13;0;0.483616564;-0.056325795;-1.415588321
254;13;14;1;0.870470405;-0.804474125;-0.198406939
255;13;15;0;0.276755065;-0.835331832;0.296221859
256;13;16;0;-0.36554969;1.157975722;-0.453190924
257;13;17;0;-0.91561957;-1.137868985;-0.18871205
258;13;18;1;-0.537842533;-0.923671749;1.066654223
259;13;19;0;-0.778897462;-0.018206314;-0.420224285
260;13;20;0;0.863686354;-1.104913804;-0.769670119
261;14;1;1;-0.738570746;-0.720974041;-0.099208813
262;14;2;1;1.063812511;0.471988305;0.391338989
263;14;3;1;-1.121627329;0.475600997;0.091793912
264;14;4;1;0.824334459;-0.944177059;-1.186317809
265;14;5;1;1.543861321;0.931122108;-0.99612687
266;14;6;0;-0.888130026;0.545090456;0.299863265
267;14;7;1;0.164623749;-0.729031836;0.482495158
268;14;8;0;-0.556119444;0.666577991;-0.08381963
269;14;9;1;-1.682963229;0.410618966;0.110903138
270;14;10;0;-0.633686105;-0.330659357;-0.120761103
271;14;11;0;0.700571954;-0.135398703;-1.323475478
272;14;12;0;-1.368801324;0.906952011;0.064900617
273;14;13;0;-1.214724956;-0.381881634;-1.307789451
274;14;14;0;-0.889782872;-0.124486729;-0.611271636
275;14;15;1;0.159361046;-0.680422887;0.041251621
276;14;16;0;-1.436224792;-0.641335235;-0.691746087
277;14;17;0;0.504240814;0.352831275;-0.396847423
278;14;18;1;1.282581359;1.602785258;-0.135207437
279;14;19;0;-0.313950714;-0.682274382;0.654684859
280;14;20;0;-2.295529;-0.688246931;-1.827836089
281;15;1;0;-0.646957864;0.186518322;-0.41615153
282;15;2;1;0.338404136;1.116577368;0.87532207
283;15;3;1;0.776038473;2.024156517;1.760140839
284;15;4;1;0.494708651;-2.001857744;0.637360621
285;15;5;0;-1.444331662;-0.503663244;0.427237208
286;15;6;0;0.072249567;1.181726182;-0.753787296
287;15;7;1;-0.278114679;-1.927506122;0.005532519
288;15;8;1;0.490892637;-0.134953502;0.136152581
289;15;9;1;-1.295013784;-1.315896078;-0.14674901
290;15;10;0;-0.366941475;0.552011932;0.109512721
291;15;11;0;-2.187146292;-0.302819088;0.629184794
292;15;12;0;-0.351548904;1.555366527;-0.614072109
293;15;13;0;0.558818311;0.127311245;0.751069167
294;15;14;1;0.242938824;0.291796945;1.015550451
295;15;15;1;-0.967581113;-0.841223399;-1.666289785
296;15;16;1;1.157527955;-0.957492725;-1.193321015
297;15;17;1;-0.360414919;-1.047648534;-0.574445904
298;15;18;1;1.261216779;0.162746841;0.235101415
299;15;19;0;-2.6193324;0.354398516;1.467834402
300;15;20;0;-0.439167746;0.128933531;-0.82420762
301;16;1;1;0.087112879;-0.225895368;0.503351838
302;16;2;1;1.016933974;0.464595333;0.481254636
303;16;3;1;0.365815514;0.45743691;0.477922447
304;16;4;0;-1.170755035;0.268590496;-1.911268512
305;16;5;1;-0.17874705;-1.524449933;-0.608899406
306;16;6;0;-0.506408375;1.31079441;1.609367163
307;16;7;0;-1.621557337;1.308369877;-1.695695931
308;16;8;0;0.878368878;1.206999815;-1.453023592
309;16;9;0;-1.825624726;1.64662038;0.761136286
310;16;10;1;-0.830062324;0.207634079;1.167750834
311;16;11;0;-0.532078273;2.222852677;-0.596631566
312;16;12;0;-0.126995187;1.822431856;0.014746593
313;16;13;1;1.009073411;-0.547173758;-0.176065202
314;16;14;0;-1.34307187;-1.160577948;-0.402668048
315;16;15;1;-0.070022033;0.407059359;2.507873775
316;16;16;0;0.567105942;-0.30234147;-0.415030176
317;16;17;0;0.305025987;0.78547991;-0.113754788
318;16;18;0;1.483371876;0.772983598;-0.267003286
319;16;19;0;-0.427876562;-0.234335191;-2.194725402
320;16;20;1;-1.345002839;-1.676095678;-0.985653733
321;17;1;1;-0.607217974;-3.459070408;1.67972467
322;17;2;1;1.384705017;-1.369706056;0.562505754
323;17;3;1;-0.764869171;-1.803057886;0.619945245
324;17;4;1;0.381889633;-0.001722253;0.428240708
325;17;5;0;-1.251698728;1.705413626;0.340899508
326;17;6;0;-0.018375031;-0.294402013;-0.158883623
327;17;7;1;0.289239401;0.515435483;-0.636734115
328;17;8;0;0.672577956;-0.318727973;-0.577405297
329;17;9;0;-1.03881549;-1.006656757;1.918497933
330;17;10;0;0.990424612;0.492721196;0.319777325
331;17;11;0;0.675927669;0.494410925;0.280735937
332;17;12;0;-1.005698422;-0.616977903;0.381391483
333;17;13;0;1.002867819;0.999333391;-1.135418841
334;17;14;1;0.060475889;-0.093621959;-0.330760453
335;17;15;0;0.336222937;0.337051013;0.240416039
336;17;16;1;0.709436235;-0.036100355;0.528990971
337;17;17;1;0.869534972;-0.288021452;-0.967041758
338;17;18;1;-0.392884985;0.622582427;0.0714015
339;17;19;0;-0.637641818;0.004482302;-1.718356278
340;17;20;0;-0.504151481;1.016624016;-0.410909612
341;18;1;0;1.524393066;1.948493628;0.388281544
342;18;2;1;0.765477147;-3.139114958;0.844902073
343;18;3;1;-0.045114818;-0.354298079;1.700680506
344;18;4;1;-0.267808156;1.595373421;1.138138728
345;18;5;0;-0.205033216;1.677562585;-0.113196394
346;18;6;0;0.483992802;0.959550462;1.35239919
347;18;7;0;-0.874875463;0.351958761;-0.053122201
348;18;8;0;1.119981579;-1.005494194;-1.936547232
349;18;9;1;-0.037084909;-0.908310521;-0.825060729
350;18;10;0;-1.051327007;0.344061733;-0.973768241
351;18;11;0;0.009058241;0.8701524;0.095687915
352;18;12;0;0.889806422;0.327381654;0.51828119
353;18;13;1;1.343976555;0.124838682;0.143667685
354;18;14;1;0.395313055;0.803409914;1.179618749
355;18;15;0;0.119940074;-0.78771225;-0.231221012
356;18;16;0;0.30124635;2.023212991;-0.486778927
357;18;17;1;1.093347466;-0.047504359;0.508113927
358;18;18;0;-0.738872516;1.231758259;0.303847383
359;18;19;0;-0.937756444;-0.298124444;-0.181154709
360;18;20;0;0.431664361;2.4131326;-2.142766001
361;19;1;1;1.738401373;0.201871653;0.5498069
362;19;2;0;0.288473089;-0.349442974;0.536534681
363;19;3;1;1.58984127;0.545665724;-0.420660528
364;19;4;1;-1.484869374;-1.032557306;1.49053487
365;19;5;1;-0.035047733;0.215412993;1.419101532
366;19;6;0;-0.208973263;0.626222728;0.648608201
367;19;7;1;1.463557854;0.650135952;1.159016956
368;19;8;0;-0.842381307;1.400026366;-1.812765216
369;19;9;0;-0.931829056;0.853940573;0.121325613
370;19;10;1;-0.058815101;-0.599676254;1.412997895
371;19;11;0;-1.036516423;-0.284232917;0.42700524
372;19;12;0;0.045451155;0.891294307;-2.035008322
373;19;13;0;-0.060074071;-0.847776057;-0.663671542
374;19;14;1;-1.923332493;-0.161783553;0.258128899
375;19;15;0;1.175104255;0.207777229;-0.386778631
376;19;16;0;-0.047584096;0.355417977;0.536923233
377;19;17;0;0.2364065;-1.093724856;0.532542366
378;19;18;0;-1.155559206;0.026957947;-0.119182134
379;19;19;1;-0.373807319;0.928959475;-0.339754414
380;19;20;0;-0.881009716;-1.064802941;-0.112760361
381;20;1;0;0.303280729;-0.559441148;-0.437999185
382;20;2;0;-0.267802937;0.766214097;-0.280040222
383;20;3;0;0.193455214;-1.161404732;-1.133423059
384;20;4;1;0.263417649;0.188471383;1.001799265
385;20;5;0;0.432240671;0.146660472;0.92727409
386;20;6;0;-0.659976019;-0.852088781;-0.854209281
387;20;7;0;1.082543821;1.745063221;-0.390190661
388;20;8;1;1.228776511;0.704476669;0.441383742
389;20;9;1;-0.580179792;-1.349338288;-0.351819785
390;20;10;0;-2.300125003;-0.272772748;-0.323579461
391;20;11;0;-0.422880537;-0.991460491;-0.987931596
392;20;12;0;-0.486414973;-0.011910985;0.439771653
393;20;13;1;0.712894398;-0.337537911;0.413319995
394;20;14;1;-0.217445831;-0.154186167;-0.63434162
395;20;15;0;-2.557937337;-1.433261558;-1.807228819
396;20;16;0;0.378830421;-0.091413152;-1.118425254
397;20;17;0;0.750141363;0.420711366;-0.258239284
398;20;18;0;-0.392147062;1.63490433;-1.132625783
399;20;19;0;-0.721495991;-1.225629743;-0.615420615
400;20;20;1;-0.589685401;-0.367496267;0.748862081
401;21;1;0;0.751002429;0.867786506;-0.667350013
402;21;2;1;-0.385619635;-0.788779712;0.080019419
403;21;3;1;-0.06448969;0.071854515;-0.0160471
404;21;4;0;-0.098465014;1.290260809;-1.854359172
405;21;5;0;0.837744519;1.73268183;-1.632574081
406;21;6;1;1.328987755;-0.68411107;1.037779732
407;21;7;1;-0.482779228;0.793045476;0.536913471
408;21;8;0;-1.507692887;0.878630902;1.667428238
409;21;9;0;0.891470138;0.082834514;0.199849033
410;21;10;1;-2.04499138;-1.029841251;1.345793563
411;21;11;0;-0.202477579;-1.47858409;-0.848027904
412;21;12;0;-0.871637953;-0.743698983;0.616892769
413;21;13;1;-0.988906487;-0.773815918;-0.073222342
414;21;14;1;1.556844098;0.80834442;2.827190654
415;21;15;0;0.523594737;-0.324401793;-0.818753175
416;21;16;0;0.224191196;-0.13475911;-1.411316068
417;21;17;1;-1.552281194;-1.81357859;0.399871595
418;21;18;1;-0.433494361;0.078946748;0.239133376
419;21;19;1;1.125926451;0.864176898;0.090916736
420;21;20;0;0.184481821;-1.039216264;-1.181705684
421;22;1;0;-0.607765282;1.102615322;-0.128779412
422;22;2;0;1.14737326;0.424397516;0.106742752
423;22;3;1;0.586523608;0.546404953;0.230858363
424;22;4;1;1.25048293;-2.508297985;-0.04466858
425;22;5;0;-0.032082672;1.318507966;-0.364616183
426;22;6;0;-0.763652443;-1.81229971;0.207920725
427;22;7;1;0.631734721;1.049509;0.871602877
428;22;8;0;-0.757464171;1.046069422;1.006823505
429;22;9;0;-1.344668634;0.575733879;-0.097334941
430;22;10;1;1.657532419;1.104627409;0.277916368
431;22;11;0;-1.128135757;-1.981193595;-0.372225597
432;22;12;0;0.097937203;0.087134058;0.380481059
433;22;13;0;-0.71486223;-0.866343814;-0.714150329
434;22;14;1;1.827155502;-0.279736289;-1.443178644
435;22;15;0;2.286685137;1.127083412;0.826523052
436;22;16;0;0.117895606;0.204635594;0.815239306
437;22;17;1;-0.395242892;0.528900915;2.664913572
438;22;18;0;-0.676835715;0.364215683;-0.407050002
439;22;19;0;-0.739437064;1.860962149;-0.401464527
440;22;20;0;-0.775403323;-1.311267814;-1.815821122
441;23;1;0;-0.807941874;1.194154825;0.038298806
442;23;2;1;-1.621986919;-2.349888257;-0.633361937
443;23;3;0;-0.086818568;0.385466289;-1.66076695
444;23;4;1;-0.687934211;-0.606261869;2.368557402
445;23;5;1;1.286725088;-0.478950656;-0.612806534
446;23;6;0;-0.805783946;-0.355979099;-0.489472496
447;23;7;1;-0.088715055;-1.617211693;2.721457482
448;23;8;0;0.960281223;1.247987797;0.594937913
449;23;9;1;0.199161882;-0.197854466;-0.718152888
450;23;10;1;0.138306266;-0.168170726;1.111661913
451;23;11;0;-0.270979807;-1.078343752;-0.71141983
452;23;12;1;0.486806903;-1.321046466;0.021352476
453;23;13;1;1.044867581;-1.159610237;0.016290296
454;23;14;1;-0.881524566;0.577887172;0.935342823
455;23;15;0;-2.100231058;0.686329875;-0.866876631
456;23;16;0;0.526281501;1.217688604;0.838105311
457;23;17;1;-0.509602043;0.03760277;0.465297038
458;23;18;1;0.774071851;0.681458438;0.325514228
459;23;19;0;1.543953767;-0.893317447;-0.723304823
460;23;20;0;-1.126652009;0.414080335;-0.438241111
461;24;1;0;0.827028858;0.239470653;-0.223704385
462;24;2;1;0.747675335;0.169341578;0.256203224
463;24;3;0;-1.174925686;0.607591976;0.285026925
464;24;4;0;0.141675715;0.888029996;-0.645089518
465;24;5;0;0.095926471;-0.290748186;1.382700579
466;24;6;0;0.585575386;-1.335552404;0.484760433
467;24;7;1;1.390208214;-0.314241418;0.06909162
468;24;8;0;-0.904419652;-0.217800725;-2.744499689
469;24;9;0;-0.481032555;0.437229753;0.707648868
470;24;10;1;1.227460384;-0.397956451;-0.022066622
471;24;11;0;1.292502588;-0.258801098;-0.662434074
472;24;12;0;0.450654963;0.221018599;0.859177004
473;24;13;0;-0.255536837;0.680566396;-1.3895147
474;24;14;0;1.972215162;1.163213766;0.539491751
475;24;15;1;-0.313393851;-1.450328538;-0.545515224
476;24;16;0;0.439754856;0.126281817;-1.533394861
477;24;17;0;-1.281959195;-0.559886199;0.051616897
478;24;18;0;0.410519784;1.143265084;-0.577242272
479;24;19;0;-0.555769382;2.121529233;0.201330758
480;24;20;0;0.924723369;0.916825076;-1.469061504
481;25;1;0;-1.183180325;-1.882781041;-1.051318388
482;25;2;0;-1.738279463;1.146628188;1.157616013
483;25;3;0;-1.884889986;-1.345816576;-2.639374662
484;25;4;1;-0.829965236;-0.950545094;0.54418504
485;25;5;0;0.218378648;0.518318639;-0.150017651
486;25;6;0;-0.290673531;0.069918024;-0.405111824
487;25;7;1;0.350453304;-0.129859596;1.152411574
488;25;8;1;2.248273702;1.289217044;-0.577731461
489;25;9;0;-1.32005534;1.072165379;-2.820686334
490;25;10;1;0.585917226;0.743137735;-0.858988223
491;25;11;0;-0.744316452;-0.073518614;1.139949542
492;25;12;0;-0.13123137;0.140274058;0.834150658
493;25;13;0;-1.001829163;-0.179448561;0.355036938
494;25;14;1;-0.006377248;-2.076232117;0.715503021
495;25;15;0;-2.438942434;1.039662826;-0.16648715
496;25;16;0;-1.143186717;1.232479173;0.531407092
497;25;17;1;0.682201286;-1.000788801;0.862129531
498;25;18;1;2.607851389;0.014128338;-1.400122249
499;25;19;0;-0.357536131;-1.92975671;-0.818366672
500;25;20;0;-1.635574061;0.226618323;-1.572021383
501;26;1;0;0.321843429;-0.34902458;-0.514114229
502;26;2;0;-0.881890849;-0.875245976;-0.886880761
503;26;3;0;-0.810645369;1.178386344;1.100693368
504;26;4;0;-1.00616159;0.097369425;0.029306456
505;26;5;0;-0.251380099;0.589645509;0.101933195
506;26;6;0;-1.16746461;-1.274436771;-0.593173799
507;26;7;1;0.986855337;0.694099043;0.064902764
